GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BE2001
"G2200950","1930","Louisiana","220","St John The Baptist","0950","St John The Baptist",243.8
"G2200970","1930","Louisiana","220","St Landry","0970","St Landry",39.7
"G2200990","1930","Louisiana","220","St Martin","0990","St Martin",50.0
"G2201010","1930","Louisiana","220","St Mary","1010","St Mary",232.4
"G2201030","1930","Louisiana","220","St Tammany","1030","St Tammany",60.5
"G2201050","1930","Louisiana","220","Tangipahoa","1050","Tangipahoa",36.7
"G2201070","1930","Louisiana","220","Tensas","1070","Tensas",56.1
"G2201090","1930","Louisiana","220","Terrebonne","1090","Terrebonne",203.9
"G2201110","1930","Louisiana","220","Union","1110","Union",74.0
"G2201130","1930","Louisiana","220","Vermilion","1130","Vermilion",76.5
"G2201150","1930","Louisiana","220","Vernon","1150","Vernon",53.2
"G2201170","1930","Louisiana","220","Washington","1170","Washington",62.9
"G2201190","1930","Louisiana","220","Webster","1190","Webster",57.9
"G2201210","1930","Louisiana","220","West Baton Rouge","1210","West Baton Rouge",131.6
"G2201230","1930","Louisiana","220","West Carroll","1230","West Carroll",33.1
"G2201250","1930","Louisiana","220","West Feliciana","1250","West Feliciana",93.3
"G2201270","1930","Louisiana","220","Winn","1270","Winn",68.4
"G2300010","1930","Maine","230","Androscoggin","0010","Androscoggin",92.9
"G2300030","1930","Maine","230","Aroostook","0030","Aroostook",134.4
"G2300050","1930","Maine","230","Cumberland","0050","Cumberland",94.9
"G2300070","1930","Maine","230","Franklin","0070","Franklin",144.3
"G2300090","1930","Maine","230","Hancock","0090","Hancock",114.9
"G2300110","1930","Maine","230","Kennebec","0110","Kennebec",101.9
"G2300130","1930","Maine","230","Knox","0130","Knox",78.1
"G2300150","1930","Maine","230","Lincoln","0150","Lincoln",90.9
"G2300170","1930","Maine","230","Oxford","0170","Oxford",140.1
"G2300190","1930","Maine","230","Penobscot","0190","Penobscot",124.2
"G2300210","1930","Maine","230","Piscataquis","0210","Piscataquis",166.1
"G2300230","1930","Maine","230","Sagadahoc","0230","Sagadahoc",111.9
"G2300250","1930","Maine","230","Somerset","0250","Somerset",136.1
"G2300270","1930","Maine","230","Waldo","0270","Waldo",116.8
"G2300290","1930","Maine","230","Washington","0290","Washington",146.6
"G2300310","1930","Maine","230","York","0310","York",101.2
"G2400010","1930","Maryland","240","Allegany","0010","Allegany",136.6
"G2400030","1930","Maryland","240","Anne Arundel","0030","Anne Arundel",88.9
"G2400050","1930","Maryland","240","Baltimore","0050","Baltimore",73.2
"G2400090","1930","Maryland","240","Calvert","0090","Calvert",101.2
"G2400110","1930","Maryland","240","Caroline","0110","Caroline",87.2
"G2400130","1930","Maryland","240","Carroll","0130","Carroll",82.4
"G2400150","1930","Maryland","240","Cecil","0150","Cecil",123.1
"G2400170","1930","Maryland","240","Charles","0170","Charles",128.8
"G2400190","1930","Maryland","240","Dorchester","0190","Dorchester",107.8
"G2400210","1930","Maryland","240","Frederick","0210","Frederick",102.0
"G2400230","1930","Maryland","240","Garrett","0230","Garrett",131.2
"G2400250","1930","Maryland","240","Harford","0250","Harford",94.0
"G2400270","1930","Maryland","240","Howard","0270","Howard",117.3
"G2400290","1930","Maryland","240","Kent","0290","Kent",164.2
"G2400310","1930","Maryland","240","Montgomery","0310","Montgomery",121.1
"G2400330","1930","Maryland","240","Prince Georges","0330","Prince Georges",90.6
"G2400350","1930","Maryland","240","Queen Anne's","0350","Queen Anne's",143.0
"G2400370","1930","Maryland","240","St Mary's","0370","St Mary's",120.4
"G2400390","1930","Maryland","240","Somerset","0390","Somerset",75.3
"G2400410","1930","Maryland","240","Talbot","0410","Talbot",137.1
"G2400430","1930","Maryland","240","Washington","0430","Washington",90.5
"G2400450","1930","Maryland","240","Wicomico","0450","Wicomico",67.4
"G2400470","1930","Maryland","240","Worcester","0470","Worcester",86.0
"G2405100","1930","Maryland","240","Baltimore City","5100","Baltimore City",34.8
"G2500010","1930","Massachusetts","250","Barnstable","0010","Barnstable",45.2
"G2500030","1930","Massachusetts","250","Berkshire","0030","Berkshire",156.6
"G2500050","1930","Massachusetts","250","Bristol","0050","Bristol",47.7
"G2500070","1930","Massachusetts","250","Dukes","0070","Dukes",239.8
"G2500090","1930","Massachusetts","250","Essex","0090","Essex",57.9
"G2500110","1930","Massachusetts","250","Franklin","0110","Franklin",96.6
"G2500130","1930","Massachusetts","250","Hampden","0130","Hampden",93.0
"G2500150","1930","Massachusetts","250","Hampshire","0150","Hampshire",88.8
"G2500170","1930","Massachusetts","250","Middlesex","0170","Middlesex",58.2
"G2500190","1930","Massachusetts","250","Nantucket","0190","Nantucket",161.0
"G2500210","1930","Massachusetts","250","Norfolk","0210","Norfolk",48.7
"G2500230","1930","Massachusetts","250","Plymouth","0230","Plymouth",57.9
"G2500250","1930","Massachusetts","250","Suffolk","0250","Suffolk",26.7
"G2500270","1930","Massachusetts","250","Worcester","0270","Worcester",88.4
"G2600010","1930","Michigan","260","Alcona","0010","Alcona",147.3
"G2600030","1930","Michigan","260","Alger","0030","Alger",83.5
"G2600050","1930","Michigan","260","Allegan","0050","Allegan",75.8
"G2600070","1930","Michigan","260","Alpena","0070","Alpena",137.1
"G2600090","1930","Michigan","260","Antrim","0090","Antrim",122.4
"G2600110","1930","Michigan","260","Arenac","0110","Arenac",107.4
"G2600130","1930","Michigan","260","Baraga","0130","Baraga",76.8
"G2600150","1930","Michigan","260","Barry","0150","Barry",112.1
"G2600170","1930","Michigan","260","Bay","0170","Bay",75.7
"G2600190","1930","Michigan","260","Benzie","0190","Benzie",117.8
"G2600210","1930","Michigan","260","Berrien","0210","Berrien",55.1
"G2600230","1930","Michigan","260","Branch","0230","Branch",105.2
"G2600250","1930","Michigan","260","Calhoun","0250","Calhoun",115.9
"G2600270","1930","Michigan","260","Cass","0270","Cass",109.2
"G2600290","1930","Michigan","260","Charlevoix","0290","Charlevoix",102.2
"G2600310","1930","Michigan","260","Cheboygan","0310","Cheboygan",109.4
"G2600330","1930","Michigan","260","Chippewa","0330","Chippewa",125.5
"G2600350","1930","Michigan","260","Clare","0350","Clare",161.3
"G2600370","1930","Michigan","260","Clinton","0370","Clinton",112.1
"G2600390","1930","Michigan","260","Crawford","0390","Crawford",159.0
"G2600410","1930","Michigan","260","Delta","0410","Delta",106.9
"G2600430","1930","Michigan","260","Dickinson","0430","Dickinson",92.0
"G2600450","1930","Michigan","260","Eaton","0450","Eaton",97.8
"G2600470","1930","Michigan","260","Emmet","0470","Emmet",103.6
"G2600490","1930","Michigan","260","Genesee","0490","Genesee",101.1
"G2600510","1930","Michigan","260","Gladwin","0510","Gladwin",118.0
"G2600530","1930","Michigan","260","Gogebic","0530","Gogebic",49.4
"G2600550","1930","Michigan","260","Grand Traverse","0550","Grand Traverse",102.2
"G2600570","1930","Michigan","260","Gratiot","0570","Gratiot",96.1
"G2600590","1930","Michigan","260","Hillsdale","0590","Hillsdale",96.1
"G2600610","1930","Michigan","260","Houghton","0610","Houghton",78.8
"G2600630","1930","Michigan","260","Huron","0630","Huron",114.5
"G2600650","1930","Michigan","260","Ingham","0650","Ingham",102.8
"G2600670","1930","Michigan","260","Ionia","0670","Ionia",113.8
"G2600690","1930","Michigan","260","Iosco","0690","Iosco",150.8
"G2600710","1930","Michigan","260","Iron","0710","Iron",78.0
"G2600730","1930","Michigan","260","Isabella","0730","Isabella",111.8
"G2600750","1930","Michigan","260","Jackson","0750","Jackson",124.5
"G2600770","1930","Michigan","260","Kalamazoo","0770","Kalamazoo",98.4
"G2600790","1930","Michigan","260","Kalkaska","0790","Kalkaska",148.2
"G2600810","1930","Michigan","260","Kent","0810","Kent",88.7
"G2600830","1930","Michigan","260","Keweenaw","0830","Keweenaw",65.2
"G2600850","1930","Michigan","260","Lake","0850","Lake",145.6
"G2600870","1930","Michigan","260","Lapeer","0870","Lapeer",108.2
"G2600890","1930","Michigan","260","Leelanau","0890","Leelanau",120.7
"G2600910","1930","Michigan","260","Lenawee","0910","Lenawee",99.0
"G2600930","1930","Michigan","260","Livingston","0930","Livingston",136.1
"G2600950","1930","Michigan","260","Luce","0950","Luce",144.4
"G2600970","1930","Michigan","260","Mackinac","0970","Mackinac",115.7
"G2600990","1930","Michigan","260","Macomb","0990","Macomb",71.5
"G2601010","1930","Michigan","260","Manistee","1010","Manistee",110.6
"G2601030","1930","Michigan","260","Marquette","1030","Marquette",98.3
"G2601050","1930","Michigan","260","Mason","1050","Mason",94.8
"G2601070","1930","Michigan","260","Mecosta","1070","Mecosta",117.8
"G2601090","1930","Michigan","260","Menominee","1090","Menominee",114.5
"G2601110","1930","Michigan","260","Midland","1110","Midland",93.8
"G2601130","1930","Michigan","260","Missaukee","1130","Missaukee",151.1
"G2601150","1930","Michigan","260","Monroe","1150","Monroe",76.0
"G2601170","1930","Michigan","260","Montcalm","1170","Montcalm",101.9
"G2601190","1930","Michigan","260","Montmorency","1190","Montmorency",142.0
"G2601210","1930","Michigan","260","Muskegon","1210","Muskegon",84.7
"G2601230","1930","Michigan","260","Newaygo","1230","Newaygo",112.3
"G2601250","1930","Michigan","260","Oakland","1250","Oakland",118.9
"G2601270","1930","Michigan","260","Oceana","1270","Oceana",100.1
"G2601290","1930","Michigan","260","Ogemaw","1290","Ogemaw",151.5
"G2601310","1930","Michigan","260","Ontonagon","1310","Ontonagon",81.1
"G2601330","1930","Michigan","260","Osceola","1330","Osceola",137.3
"G2601350","1930","Michigan","260","Oscoda","1350","Oscoda",191.8
"G2601370","1930","Michigan","260","Otsego","1370","Otsego",138.1
"G2601390","1930","Michigan","260","Ottawa","1390","Ottawa",70.8
"G2601410","1930","Michigan","260","Presque Isle","1410","Presque Isle",143.2
"G2601430","1930","Michigan","260","Roscommon","1430","Roscommon",177.1
"G2601450","1930","Michigan","260","Saginaw","1450","Saginaw",86.1
"G2601470","1930","Michigan","260","St Clair","1470","St Clair",94.2
"G2601490","1930","Michigan","260","St Joseph","1490","St Joseph",119.6
"G2601510","1930","Michigan","260","Sanilac","1510","Sanilac",117.0
"G2601530","1930","Michigan","260","Schoolcraft","1530","Schoolcraft",109.4
"G2601550","1930","Michigan","260","Shiawassee","1550","Shiawassee",102.3
"G2601570","1930","Michigan","260","Tuscola","1570","Tuscola",96.5
"G2601590","1930","Michigan","260","Van Buren","1590","Van Buren",72.6
"G2601610","1930","Michigan","260","Washtenaw","1610","Washtenaw",114.7
"G2601630","1930","Michigan","260","Wayne","1630","Wayne",66.1
"G2601650","1930","Michigan","260","Wexford","1650","Wexford",110.7
"G2700010","1930","Minnesota","270","Aitkin","0010","Aitkin",116.2
"G2700030","1930","Minnesota","270","Anoka","0030","Anoka",132.6
"G2700050","1930","Minnesota","270","Becker","0050","Becker",173.7
"G2700070","1930","Minnesota","270","Beltrami","0070","Beltrami",127.6
"G2700090","1930","Minnesota","270","Benton","0090","Benton",145.6
"G2700110","1930","Minnesota","270","Big Stone","0110","Big Stone",269.5
"G2700130","1930","Minnesota","270","Blue Earth","0130","Blue Earth",146.2
"G2700150","1930","Minnesota","270","Brown","0150","Brown",179.0
"G2700170","1930","Minnesota","270","Carlton","0170","Carlton",91.4
"G2700190","1930","Minnesota","270","Carver","0190","Carver",105.9
"G2700210","1930","Minnesota","270","Cass","0210","Cass",145.9
"G2700230","1930","Minnesota","270","Chippewa","0230","Chippewa",207.6
"G2700250","1930","Minnesota","270","Chisago","0250","Chisago",115.5
"G2700270","1930","Minnesota","270","Clay","0270","Clay",272.9
"G2700290","1930","Minnesota","270","Clearwater","0290","Clearwater",155.6
"G2700310","1930","Minnesota","270","Cook","0310","Cook",117.0
"G2700330","1930","Minnesota","270","Cottonwood","0330","Cottonwood",200.6
"G2700350","1930","Minnesota","270","Crow Wing","0350","Crow Wing",132.9
"G2700370","1930","Minnesota","270","Dakota","0370","Dakota",144.5
"G2700390","1930","Minnesota","270","Dodge","0390","Dodge",149.7
"G2700410","1930","Minnesota","270","Douglas","0410","Douglas",143.9
"G2700430","1930","Minnesota","270","Faribault","0430","Faribault",177.8
"G2700450","1930","Minnesota","270","Fillmore","0450","Fillmore",164.7
"G2700470","1930","Minnesota","270","Freeborn","0470","Freeborn",138.9
"G2700490","1930","Minnesota","270","Goodhue","0490","Goodhue",150.3
"G2700510","1930","Minnesota","270","Grant","0510","Grant",236.2
"G2700530","1930","Minnesota","270","Hennepin","0530","Hennepin",64.3
"G2700550","1930","Minnesota","270","Houston","0550","Houston",174.6
"G2700570","1930","Minnesota","270","Hubbard","0570","Hubbard",151.1
"G2700590","1930","Minnesota","270","Isanti","0590","Isanti",120.7
"G2700610","1930","Minnesota","270","Itasca","0610","Itasca",96.3
"G2700630","1930","Minnesota","270","Jackson","0630","Jackson",193.6
"G2700650","1930","Minnesota","270","Kanabec","0650","Kanabec",125.2
"G2700670","1930","Minnesota","270","Kandiyohi","0670","Kandiyohi",185.8
"G2700690","1930","Minnesota","270","Kittson","0690","Kittson",325.9
"G2700710","1930","Minnesota","270","Koochiching","0710","Koochiching",131.3
"G2700730","1930","Minnesota","270","Lac Qui Parle","0730","Lac Qui Parle",227.5
"G2700750","1930","Minnesota","270","Lake","0750","Lake",77.5
"G2700770","1930","Minnesota","270","Lake Of The Woods","0770","Lake Of The Woods",156.4
"G2700790","1930","Minnesota","270","Le Sueur","0790","Le Sueur",126.4
"G2700810","1930","Minnesota","270","Lincoln","0810","Lincoln",209.1
"G2700830","1930","Minnesota","270","Lyon","0830","Lyon",220.5
"G2700850","1930","Minnesota","270","McLeod","0850","Mcleod",121.3
"G2700870","1930","Minnesota","270","Mahnomen","0870","Mahnomen",242.4
"G2700890","1930","Minnesota","270","Marshall","0890","Marshall",275.4
"G2700910","1930","Minnesota","270","Martin","0910","Martin",174.2
"G2700930","1930","Minnesota","270","Meeker","0930","Meeker",149.7
"G2700950","1930","Minnesota","270","Mille Lacs","0950","Mille Lacs",100.2
"G2700970","1930","Minnesota","270","Morrison","0970","Morrison",148.8
"G2700990","1930","Minnesota","270","Mower","0990","Mower",170.2
"G2701010","1930","Minnesota","270","Murray","1010","Murray",213.3
"G2701030","1930","Minnesota","270","Nicollet","1030","Nicollet",182.3
"G2701050","1930","Minnesota","270","Nobles","1050","Nobles",208.4
"G2701070","1930","Minnesota","270","Norman","1070","Norman",253.2
"G2701090","1930","Minnesota","270","Olmsted","1090","Olmsted",164.1
"G2701110","1930","Minnesota","270","Otter Tail","1110","Otter Tail",166.8
"G2701130","1930","Minnesota","270","Pennington","1130","Pennington",241.3
"G2701150","1930","Minnesota","270","Pine","1150","Pine",110.0
"G2701170","1930","Minnesota","270","Pipestone","1170","Pipestone",222.9
"G2701190","1930","Minnesota","270","Polk","1190","Polk",247.2
"G2701210","1930","Minnesota","270","Pope","1210","Pope",215.1
"G2701230","1930","Minnesota","270","Ramsey","1230","Ramsey",40.3
"G2701250","1930","Minnesota","270","Red Lake","1250","Red Lake",256.4
"G2701270","1930","Minnesota","270","Redwood","1270","Redwood",204.6
"G2701290","1930","Minnesota","270","Renville","1290","Renville",190.5
"G2701310","1930","Minnesota","270","Rice","1310","Rice",126.0
"G2701330","1930","Minnesota","270","Rock","1330","Rock",220.3
"G2701350","1930","Minnesota","270","Roseau","1350","Roseau",216.9
"G2701370","1930","Minnesota","270","St Louis","1370","St Louis",91.2
"G2701390","1930","Minnesota","270","Scott","1390","Scott",133.4
"G2701410","1930","Minnesota","270","Sherburne","1410","Sherburne",181.7
"G2701430","1930","Minnesota","270","Sibley","1430","Sibley",164.4
"G2701450","1930","Minnesota","270","Stearns","1450","Stearns",170.0
"G2701470","1930","Minnesota","270","Steele","1470","Steele",136.6
"G2701490","1930","Minnesota","270","Stevens","1490","Stevens",261.3
"G2701510","1930","Minnesota","270","Swift","1510","Swift",242.5
"G2701530","1930","Minnesota","270","Todd","1530","Todd",136.1
"G2701550","1930","Minnesota","270","Traverse","1550","Traverse",292.8
"G2701570","1930","Minnesota","270","Wabasha","1570","Wabasha",178.5
"G2701590","1930","Minnesota","270","Wadena","1590","Wadena",159.8
"G2701610","1930","Minnesota","270","Waseca","1610","Waseca",154.0
"G2701630","1930","Minnesota","270","Washington","1630","Washington",114.4
"G2701650","1930","Minnesota","270","Watonwan","1650","Watonwan",181.2
"G2701670","1930","Minnesota","270","Wilkin","1670","Wilkin",337.5
"G2701690","1930","Minnesota","270","Winona","1690","Winona",174.2
"G2701710","1930","Minnesota","270","Wright","1710","Wright",105.0
"G2701730","1930","Minnesota","270","Yellow Medicine","1730","Yellow Medicine",215.1
"G2800010","1930","Mississippi","280","Adams","0010","Adams",59.6
"G2800030","1930","Mississippi","280","Alcorn","0030","Alcorn",59.8
"G2800050","1930","Mississippi","280","Amite","0050","Amite",81.8
"G2800070","1930","Mississippi","280","Attala","0070","Attala",74.5
"G2800090","1930","Mississippi","280","Benton","0090","Benton",84.2
"G2800110","1930","Mississippi","280","Bolivar","0110","Bolivar",25.7
"G2800130","1930","Mississippi","280","Calhoun","0130","Calhoun",73.3
"G2800150","1930","Mississippi","280","Carroll","0150","Carroll",64.7
"G2800170","1930","Mississippi","280","Chickasaw","0170","Chickasaw",63.8
"G2800190","1930","Mississippi","280","Choctaw","0190","Choctaw",88.9
"G2800210","1930","Mississippi","280","Claiborne","0210","Claiborne",94.3
"G2800230","1930","Mississippi","280","Clarke","0230","Clarke",85.2
"G2800250","1930","Mississippi","280","Clay","0250","Clay",60.3
"G2800270","1930","Mississippi","280","Coahoma","0270","Coahoma",27.4
